trip_id,arrival_time,departure_time,stop_sequence,stop_id
203(1)A_1,8:50:33,8:50:33,1,T1206
203(1)A_1,9:03:27,9:03:27,2,S1424
203(1)A_1,9:07:51,9:07:51,3,T132
203(1)B_1,9:14:03,9:14:03,4,T132
203(1)B_1,9:27:42,9:27:42,5,T1043
203(2)A_1,11:31:53,11:31:53,6,T1206
203(2)A_1,12:00:10,12:00:10,7,S1431
203(2)A_1,12:03:09,12:03:09,8,T132
203(2)B_1,12:33:45,12:33:45,9,T132
203(2)B_1,12:42:42,12:42:42,10,S1435
203(2)B_1,12:49:51,12:49:51,11,T1043
204A_1,13:23:04,13:23:04,1,T1416
204A_1,13:37:39,13:37:39,2,S1439
204A_1,13:39:36,13:39:36,3,S1441
204A_1,13:48:16,13:48:16,4,T1442
204B_1,13:53:22,13:53:22,1,T1442
204B_1,14:14:57,14:14:57,2,T1043
205A_1,14:23:44,14:23:44,1,T1416
205A_1,14:30:44,14:30:44,2,S1448
205A_1,14:41:02,14:41:02,3,S1449
205A_1,14:49:51,14:49:51,4,T1450
205B_1,14:51:04,14:51:04,1,T1450
205B_1,15:14:54,15:14:54,2,T1043
206A_1,11:47:09,11:47:09,1,T1416
206A_1,12:05:09,12:05:09,2,S1456
206A_1,12:08:38,12:08:38,3,S1457
206A_1,12:09:49,12:09:49,4,S1458
206A_1,12:10:30,12:10:30,5,S1449
206A_1,12:13:19,12:13:19,6,T1450
206B_1,13:32:21,13:32:21,1,T1450
206B_1,13:38:35,13:38:35,2,S1463
206B_1,13:41:18,13:41:18,3,S1464
206B_1,13:50:06,13:50:06,4,S1465
206B_1,13:54:43,13:54:43,5,T1043
207A_1,11:12:40,11:12:40,1,T1467
207A_1,11:20:25,11:20:25,2,S1469
207A_1,11:21:16,11:21:16,3,S237
207A_1,11:24:56,11:24:56,4,T1471
207B_1,11:26:56,11:26:56,1,T1471
207B_1,11:36:28,11:36:28,2,S1474
207B_1,11:43:05,11:43:05,3,T1467
208A_1,10:34:26,10:34:26,1,T1416
208A_1,10:41:46,10:41:46,2,S1478
208A_1,10:43:28,10:43:28,3,S1479
208A_1,10:47:51,10:47:51,4,T1442
208B_1,10:49:28,10:49:28,1,T1442
208B_1,11:04:18,11:04:18,2,S1483
208B_1,11:06:51,11:06:51,3,T1416
209A_1,12:16:52,12:16:52,1,T1206
209A_1,12:32:54,12:32:54,2,S1487
209A_1,12:36:15,12:36:15,3,S1489
209A_1,12:37:03,12:37:03,4,S44
209A_1,12:48:43,12:48:43,5,T1492
209B_1,12:49:02,12:49:02,1,T1492
209B_1,13:06:12,13:06:12,2,S1370
209B_1,13:11:41,13:11:41,3,T1043
210A_1,11:24:44,11:24:44,1,T1497
210A_1,11:32:31,11:32:31,2,T1499
210B_1,11:35:42,11:35:42,1,T1499
210B_1,12:08:13,12:08:13,2,T1043
211A_1,10:28:34,10:28:34,1,T1503
211A_1,11:13:39,11:13:39,2,S726
211A_1,11:15:38,11:15:38,3,T745
211B_1,11:16:59,11:16:59,1,T728
211B_1,11:59:52,11:59:52,2,S1509
211B_1,12:02:11,12:02:11,3,S1510
211B_1,12:10:17,12:10:17,4,T1043
212A_1,13:52:37,13:52:37,1,T1467
212A_1,14:08:53,14:08:53,2,T244
212B_1,14:10:32,14:10:32,1,T240
212B_1,14:30:33,14:30:33,2,T1043
216A_1,11:26:13,11:26:13,1,T1044
216A_1,11:45:40,11:45:40,2,S1527
216A_1,11:46:31,11:46:31,3,S465
216A_1,11:51:59,11:51:59,4,S1530
216A_1,11:52:48,11:52:48,5,S1531
216A_1,12:02:30,12:02:30,6,T0
216B_1,12:04:09,12:04:09,1,T0
216B_1,12:08:08,12:08:08,2,S1535
216B_1,12:09:10,12:09:10,3,S1537
216B_1,12:12:04,12:12:04,4,S1539
216B_1,12:15:27,12:15:27,5,S241
216B_1,12:20:17,12:20:17,6,S1542
216B_1,12:23:38,12:23:38,7,T1043
219A_1,12:33:45,12:33:45,1,T1044
219A_1,12:42:36,12:42:36,2,S1546
219A_1,12:44:49,12:44:49,3,S1547
219A_1,12:48:52,12:48:52,4,S465
219A_1,12:59:39,12:59:39,5,T0
219B_1,13:07:17,13:07:17,1,T0
219B_1,13:16:16,13:16:16,2,S82
219B_1,13:22:27,13:22:27,3,S1553
219B_1,13:24:22,13:24:22,4,S1370
219B_1,13:26:31,13:26:31,5,S1370
219B_1,13:35:18,13:35:18,6,T1043
221A_1,16:25:29,16:25:29,1,T1558
221A_1,16:38:01,16:38:01,2,S1560
221A_1,16:41:56,16:41:56,3,S1562
221A_1,16:47:50,16:47:50,4,S1564
221A_1,16:50:11,16:50:11,5,S1566
221A_1,16:55:39,16:55:39,6,S1568
221A_1,17:01:06,17:01:06,7,S1570
221A_1,17:03:30,17:03:30,8,S1571
221A_1,17:05:28,17:05:28,9,S1572
221A_1,17:08:33,17:08:33,10,S1573
221A_1,17:10:49,17:10:49,11,S282
221A_1,17:11:50,17:11:50,12,S1575
221A_1,17:14:41,17:14:41,13,T534
221B_1,17:19:25,17:19:25,1,T534
221B_1,17:44:44,17:44:44,2,S1579
221B_1,17:46:46,17:46:46,3,S1580
221B_1,17:47:28,17:47:28,4,S1581
221B_1,17:49:05,17:49:05,5,S1582
221B_1,17:52:01,17:52:01,6,S1583
221B_1,17:53:43,17:53:43,7,S1584
221B_1,17:55:28,17:55:28,8,S1585
221B_1,17:59:41,17:59:41,9,S1586
221B_1,18:05:58,18:05:58,10,S1588
221B_1,18:08:48,18:08:48,11,S1589
221B_1,18:10:37,18:10:37,12,S1591
221B_1,18:12:22,18:12:22,13,S1592
221B_1,18:14:28,18:14:28,14,S1594
221B_1,18:17:12,18:17:12,15,T1558
222B_1,19:07:09,19:07:09,1,T1601
222B_1,19:12:37,19:12:37,2,S1604
222B_1,19:13:51,19:13:51,3,S1606
222B_1,19:15:21,19:15:21,4,S1608
222B_1,19:16:28,19:16:28,5,S1609
222B_1,19:18:42,19:18:42,6,S1611
222B_1,19:20:34,19:20:34,7,S1612
222B_1,19:21:41,19:21:41,8,S1613
222B_1,19:23:04,19:23:04,9,S1615
222B_1,19:26:22,19:26:22,10,T1596
223A_1,6:22:50,6:22:50,1,T113
223A_1,8:27:34,8:27:34,2,S1619
223A_1,8:32:14,8:32:14,3,S1620
223A_1,8:36:08,8:36:08,4,S1621
223A_1,8:39:34,8:39:34,5,S1622
223A_1,8:45:05,8:45:05,6,S1623
223A_1,8:48:26,8:48:26,7,S1624
223A_1,8:50:11,8:50:11,8,S1625
223A_1,8:55:30,8:55:30,9,T1626
223B_1,8:59:25,8:59:25,1,T1626
223B_1,9:03:20,9:03:20,2,S1629
223B_1,9:07:15,9:07:15,3,S1630
223B_1,9:46:14,9:46:14,4,S1632
223B_1,9:56:58,9:56:58,5,S1633
223B_1,10:11:03,10:11:03,6,S153
223B_1,10:12:41,10:12:41,7,S1636
223B_1,10:20:23,10:20:23,8,T113
224A_1,6:19:05,6:19:05,1,T113
224A_1,7:49:49,7:49:49,2,S1640
224A_1,7:57:05,7:57:05,3,S466
224A_1,8:00:49,8:00:49,4,S466
224A_1,8:06:20,8:06:20,5,S1643
224A_1,8:08:40,8:08:40,6,T1028
225A_1,10:23:22,10:23:22,1,T113
225A_1,11:08:38,11:08:38,2,S1619
225A_1,11:12:02,11:12:02,3,S1620
225A_1,11:16:58,11:16:58,4,S1655
225A_1,11:19:12,11:19:12,5,T1656
225B_1,11:54:54,11:54:54,1,T1656
225B_1,12:03:57,12:03:57,2,S1659
225B_1,12:09:54,12:09:54,3,S1660
225B_1,12:16:11,12:16:11,4,S1662
225B_1,12:23:05,12:23:05,5,S110
225B_1,12:32:11,12:32:11,6,S1350
225B_1,12:36:48,12:36:48,7,S1668
225B_1,12:50:36,12:50:36,8,T113
226A_1,9:57:45,9:57:45,1,T2197
226A_1,10:08:23,10:08:23,2,S5510
226A_1,10:09:13,10:09:13,3,S1387
226A_1,10:11:15,10:11:15,4,S5513
226A_1,10:12:42,10:12:42,5,S27
226A_1,10:13:22,10:13:22,6,S26
226A_1,10:14:30,10:14:30,7,S2901
226A_1,10:16:55,10:16:55,8,S1388
226A_1,10:17:54,10:17:54,9,S5519
226A_1,10:19:14,10:19:14,10,S552
226A_1,10:20:23,10:20:23,11,S5521
226A_1,10:21:26,10:21:26,12,T3443
226B_1,13:49:42,13:49:42,1,T3443
226B_1,13:52:14,13:52:14,2,S1336
226B_1,13:56:24,13:56:24,3,S200
226B_1,14:01:05,14:01:05,4,S5527
226B_1,14:07:17,14:07:17,5,T2196
227A_1,11:42:04,11:42:04,1,T113
227A_1,13:09:58,13:09:58,2,S1672
227A_1,13:14:45,13:14:45,3,S1673
227A_1,13:18:31,13:18:31,4,S1675
227A_1,13:24:01,13:24:01,5,S1677
227A_1,13:27:54,13:27:54,6,S1678
227A_1,13:34:18,13:34:18,7,S1680
227A_1,13:37:51,13:37:51,8,S1682
227A_1,13:40:11,13:40:11,9,T1684
227B_1,13:49:27,13:49:27,1,T1684
227B_1,13:51:10,13:51:10,2,S1687
227B_1,13:54:41,13:54:41,3,S1688
227B_1,13:59:02,13:59:02,4,S1689
227B_1,14:02:17,14:02:17,5,S1690
227B_1,14:09:33,14:09:33,6,S1691
227B_1,14:19:54,14:19:54,7,S1693
227B_1,14:21:54,14:21:54,8,S1695
227B_1,14:24:20,14:24:20,9,S1697
227B_1,14:25:58,14:25:58,10,S1698
227B_1,14:27:07,14:27:07,11,S1699
227B_1,14:29:06,14:29:06,12,S1701
227B_1,14:30:34,14:30:34,13,S1703
227B_1,14:35:15,14:35:15,14,S1704
227B_1,14:44:42,14:44:42,15,S1705
227B_1,14:55:37,14:55:37,16,S111
227B_1,15:04:37,15:04:37,17,T113
228A_1,9:11:03,9:11:03,1,T113
228A_1,9:24:47,9:24:47,2,S1710
228A_1,9:28:01,9:28:01,3,S1713
228A_1,9:30:03,9:30:03,4,S1096
228A_1,9:31:47,9:31:47,5,S1129
228A_1,9:32:21,9:32:21,6,S1716
228A_1,9:34:12,9:34:12,7,S1717
228A_1,9:38:13,9:38:13,8,T1099
228B_1,9:45:56,9:45:56,1,T1099
228B_1,9:48:16,9:48:16,2,S110
228B_1,9:51:53,9:51:53,3,S1723
228B_1,9:55:47,9:55:47,4,S111
228B_1,10:00:33,10:00:33,5,S1726
228B_1,10:10:00,10:10:00,6,S1728
228B_1,10:14:17,10:14:17,7,T113
230A_1,9:37:10,9:37:10,1,T113
230A_1,10:26:58,10:26:58,2,S1732
230A_1,10:34:41,10:34:41,3,S863
230A_1,10:38:34,10:38:34,4,S1734
230A_1,10:40:55,10:40:55,5,S864
230A_1,10:42:30,10:42:30,6,S1736
230A_1,10:43:55,10:43:55,7,S1737
230A_1,10:45:01,10:45:01,8,S1738
230A_1,10:50:35,10:50:35,9,S1739
230A_1,10:53:39,10:53:39,10,S1740
230A_1,10:55:58,10:55:58,11,S1741
230A_1,10:57:53,10:57:53,12,T1742
230B_1,11:02:53,11:02:53,1,T1742
230B_1,11:07:24,11:07:24,2,S1745
230B_1,11:21:04,11:21:04,3,S1659
230B_1,11:22:07,11:22:07,4,S1747
230B_1,11:36:20,11:36:20,5,S1748
230B_1,11:39:47,11:39:47,6,S1749
230B_1,11:43:45,11:43:45,7,S1350
230B_1,12:03:12,12:03:12,8,T113
231A_1,12:10:56,12:10:56,1,T113
231A_1,12:54:01,12:54:01,2,S1754
231A_1,12:59:32,12:59:32,3,S1755
231A_1,13:04:07,13:04:07,4,S1757
231A_1,13:04:39,13:04:39,5,S1758
231A_1,13:09:08,13:09:08,6,S1759
231A_1,13:11:17,13:11:17,7,S1760
231A_1,13:12:37,13:12:37,8,S1761
231A_1,13:13:14,13:13:14,9,S1762
231A_1,13:16:47,13:16:47,10,T1763
231A_1,14:59:34,14:59:34,11,S1764
231B_1,13:17:24,13:17:24,1,T1763
231B_1,13:22:07,13:22:07,2,S1767
231B_1,13:34:53,13:34:53,3,S1768
231B_1,13:36:37,13:36:37,4,S1769
231B_1,13:39:25,13:39:25,5,S1705
231B_1,13:41:09,13:41:09,6,S1772
231B_1,13:44:38,13:44:38,7,S110
231B_1,13:47:58,13:47:58,8,S1775
231B_1,13:48:39,13:48:39,9,S1776
231B_1,14:05:27,14:05:27,10,S1777
231B_1,14:07:42,14:07:42,11,S1778
231B_1,14:13:16,14:13:16,12,T113
232A_1,14:20:03,14:20:03,1,T113
232A_1,15:24:27,15:24:27,2,S278
232A_1,15:29:12,15:29:12,3,S282
232A_1,15:32:04,15:32:04,4,T534
232B_1,15:36:25,15:36:25,1,T534
232B_1,16:29:53,16:29:53,2,S1787
232B_1,16:31:56,16:31:56,3,S1788
232B_1,16:49:19,16:49:19,4,T1789
235A_1,11:24:44,11:24:44,1,T211
235A_1,11:34:26,11:34:26,2,S1792
235A_1,11:37:44,11:37:44,3,S1793
235A_1,11:42:06,11:42:06,4,S1754
235A_1,11:54:29,11:54:29,5,S1795
235A_1,11:57:25,11:57:25,6,S1796
235A_1,12:00:28,12:00:28,7,S1797
235A_1,12:02:44,12:02:44,8,S1798
235A_1,12:07:38,12:07:38,9,T251
235B_1,12:09:11,12:09:11,1,T232
235B_1,12:12:40,12:12:40,2,S1802
235B_1,12:22:04,12:22:04,3,S1803
235B_1,12:24:05,12:24:05,4,S1804
235B_1,12:30:52,12:30:52,5,S1769
235B_1,12:33:19,12:33:19,6,S1806
235B_1,12:35:20,12:35:20,7,S1807
235B_1,12:36:25,12:36:25,8,S1808
235B_1,12:38:19,12:38:19,9,S1810
235B_1,12:39:24,12:39:24,10,S1811
235B_1,12:41:05,12:41:05,11,S1813
235B_1,12:42:10,12:42:10,12,S1815
235B_1,12:43:08,12:43:08,13,S1816
235B_1,12:44:28,12:44:28,14,S1818
235B_1,12:45:46,12:45:46,15,S1820
235B_1,12:48:14,12:48:14,16,T211
236A_1,14:13:56,14:13:56,1,T212
236A_1,14:16:25,14:16:25,2,S210
236A_1,14:17:56,14:17:56,3,S2294
236A_1,14:26:47,14:26:47,4,S1830
236A_1,14:33:28,14:33:28,5,S981
236A_1,14:36:04,14:36:04,6,T1081
236B_1,14:38:44,14:38:44,1,T1081
236B_1,15:15:42,15:15:42,2,S1022
236B_1,15:31:22,15:31:22,3,S1854
236B_1,15:33:17,15:33:17,4,S1855
236B_1,15:34:31,15:34:31,5,S1857
236B_1,15:35:41,15:35:41,6,S1858
236B_1,15:36:38,15:36:38,7,S1859
236B_1,15:38:08,15:38:08,8,S1815
236B_1,15:39:32,15:39:32,9,S1863
236B_1,15:41:17,15:41:17,10,S1865
236B_1,15:42:37,15:42:37,11,S1867
236B_1,15:45:09,15:45:09,12,S1869
236B_1,15:45:59,15:45:59,13,S1870
236B_1,15:47:15,15:47:15,14,S1872
236B_1,15:48:50,15:48:50,15,S1873
236B_1,15:50:41,15:50:41,16,T1874
237A_1,13:14:22,13:14:22,1,T211
237A_1,13:37:59,13:37:59,2,S1877
237A_1,13:38:55,13:38:55,3,S1878
237A_1,13:40:15,13:40:15,4,S1880
237A_1,13:41:06,13:41:06,5,S1881
237A_1,13:42:59,13:42:59,6,S1883
237A_1,13:45:36,13:45:36,7,S1885
237A_1,13:46:17,13:46:17,8,S1886
237A_1,13:47:58,13:47:58,9,S1887
237A_1,13:50:08,13:50:08,10,S1754
237A_1,13:56:55,13:56:55,11,S1890
237A_1,13:58:04,13:58:04,12,S1891
237A_1,13:59:54,13:59:54,13,S1892
237A_1,14:02:27,14:02:27,14,S1894
237A_1,14:03:12,14:03:12,15,T1895
237B_1,14:07:30,14:07:30,1,T1896
237B_1,14:26:44,14:26:44,2,S1898
237B_1,14:28:27,14:28:27,3,S1899
237B_1,14:32:38,14:32:38,4,S1900
237B_1,14:35:51,14:35:51,5,S1806
237B_1,14:38:36,14:38:36,6,S1807
237B_1,14:39:52,14:39:52,7,S1808
237B_1,14:42:58,14:42:58,8,S1811
237B_1,14:44:36,14:44:36,9,S1813
237B_1,14:45:50,14:45:50,10,S1815
237B_1,14:46:57,14:46:57,11,S1816
237B_1,14:48:12,14:48:12,12,S1818
237B_1,14:51:22,14:51:22,13,T211
238A_1,15:15:30,15:15:30,1,T211
238A_1,15:18:30,15:18:30,2,S1918
238A_1,15:20:20,15:20:20,3,S1877
238A_1,15:23:00,15:23:00,4,S1880
238A_1,15:24:28,15:24:28,5,S1922
238A_1,15:27:54,15:27:54,6,S1923
238A_1,15:29:52,15:29:52,7,S1924
238A_1,15:31:50,15:31:50,8,S1925
238A_1,15:37:28,15:37:28,9,S1926
238A_1,15:40:57,15:40:57,10,S1927
238A_1,15:52:23,15:52:23,11,T1206
238B_1,15:58:01,15:58:01,1,T1043
238B_1,16:55:21,16:55:21,2,S1931
238B_1,16:57:09,16:57:09,3,S1932
238B_1,16:59:35,16:59:35,4,S1933
238B_1,17:03:51,17:03:51,5,S1934
238B_1,17:06:34,17:06:34,6,S1811
238B_1,17:08:45,17:08:45,7,S1937
238B_1,17:10:11,17:10:11,8,S1813
238B_1,17:12:19,17:12:19,9,S1815
238B_1,17:13:31,17:13:31,10,S1816
238B_1,17:14:26,17:14:26,11,S1818
238B_1,17:16:37,17:16:37,12,S1820
238B_1,17:19:11,17:19:11,13,T211
239A_1,12:02:12,12:02:12,1,T211
239A_1,12:05:44,12:05:44,2,S1948
239A_1,12:06:24,12:06:24,3,S1949
239A_1,12:07:26,12:07:26,4,S1877
239A_1,12:08:18,12:08:18,5,S1878
239A_1,12:18:28,12:18:28,6,S1754
239A_1,12:20:03,12:20:03,7,S1954
239A_1,12:21:19,12:21:19,8,S1956
239A_1,12:23:39,12:23:39,9,T1957
239B_1,12:28:02,12:28:02,1,T1957
239B_1,12:45:01,12:45:01,2,S1960
239B_1,12:48:05,12:48:05,3,S1961
239B_1,12:49:48,12:49:48,4,S1806
239B_1,12:51:45,12:51:45,5,S1963
239B_1,12:54:54,12:54:54,6,S1964
239B_1,12:56:53,12:56:53,7,S1811
239B_1,12:58:40,12:58:40,8,S1937
239B_1,12:59:51,12:59:51,9,S1813
239B_1,13:01:55,13:01:55,10,S1818
239B_1,13:03:27,13:03:27,11,S1971
239B_1,13:05:33,13:05:33,12,S1973
239B_1,13:06:44,13:06:44,13,T211
240A_1,8:39:55,8:39:55,1,T211
240A_1,8:41:43,8:41:43,2,S1949
240A_1,8:42:48,8:42:48,3,S1979
240A_1,8:43:41,8:43:41,4,S1877
240A_1,8:44:23,8:44:23,5,S1878
240A_1,8:46:01,8:46:01,6,S1880
240A_1,8:47:32,8:47:32,7,S1987
240A_1,8:50:36,8:50:36,8,S1923
240A_1,8:52:07,8:52:07,9,S1989
240A_1,8:57:47,8:57:47,10,S1990
240A_1,9:06:29,9:06:29,11,S117
240A_1,9:08:35,9:08:35,12,S1992
240A_1,9:18:05,9:18:05,13,S1993
240B_1,9:20:28,9:20:28,1,T1994
240B_1,9:26:54,9:26:54,2,S151
240B_1,9:29:38,9:29:38,3,S1998
240B_1,9:40:10,9:40:10,4,S2000
240B_1,9:40:43,9:40:43,5,S2002
240B_1,9:41:45,9:41:45,6,S2003
240B_1,9:43:34,9:43:34,7,S2004
240B_1,9:45:41,9:45:41,8,S1811
240B_1,9:47:02,9:47:02,9,S1937
240B_1,9:47:46,9:47:46,10,S1813
240B_1,9:49:56,9:49:56,11,S1818
240B_1,9:50:53,9:50:53,12,S1820
240B_1,9:52:53,9:52:53,13,T211
241A_1,8:33:11,8:33:11,1,T1503
241A_1,8:53:08,8:53:08,2,S2015
241A_1,9:04:20,9:04:20,3,S2016
241A_1,9:05:49,9:05:49,4,S2018
241A_1,9:06:59,9:06:59,5,S2019
241A_1,9:08:16,9:08:16,6,S2020
241A_1,9:10:43,9:10:43,7,T2021
241B_1,11:52:11,11:52:11,1,T2022
241B_1,12:00:26,12:00:26,2,S332
241B_1,12:02:26,12:02:26,3,S1586
241B_1,12:14:35,12:14:35,4,S2026
241B_1,12:21:08,12:21:08,5,S1589
241B_1,12:30:48,12:30:48,6,S2028
241B_1,12:38:18,12:38:18,7,T1043
242A_1,11:33:16,11:33:16,1,T211
242A_1,11:36:10,11:36:10,2,S1878
242A_1,11:37:22,11:37:22,3,S1880
242A_1,11:38:22,11:38:22,4,S1987
242A_1,11:40:08,11:40:08,5,S1883
242A_1,11:46:14,11:46:14,6,S2037
242A_1,11:48:02,11:48:02,7,S2038
242A_1,11:53:11,11:53:11,8,T1099
242B_1,11:56:36,11:56:36,1,T1099
242B_1,12:12:12,12:12:12,2,S1815
242B_1,12:14:16,12:14:16,3,S1818
242B_1,12:15:44,12:15:44,4,S1971
242B_1,12:17:14,12:17:14,5,T211
243A_1,9:58:24,9:58:24,1,T211
243A_1,10:01:53,10:01:53,2,S1878
243A_1,10:03:01,10:03:01,3,S1880
243A_1,10:04:50,10:04:50,4,S2052
243A_1,10:06:09,10:06:09,5,S1883
243A_1,10:08:40,10:08:40,6,S1792
243A_1,10:10:49,10:10:49,7,S2057
243A_1,10:12:39,10:12:39,8,S2059
243A_1,10:17:55,10:17:55,9,S1754
243A_1,10:28:24,10:28:24,10,S1732
243A_1,10:30:36,10:30:36,11,T2062
243B_1,10:34:45,10:34:45,1,T2062
243B_1,11:03:37,11:03:37,2,S2065
243B_1,11:07:03,11:07:03,3,S2067
243B_1,11:17:50,11:17:50,4,S1808
243B_1,11:19:05,11:19:05,5,S2070
243B_1,11:21:03,11:21:03,6,S1811
243B_1,11:22:44,11:22:44,7,S1813
243B_1,11:25:27,11:25:27,8,S1818
243B_1,11:26:56,11:26:56,9,S1820
243B_1,11:27:53,11:27:53,10,S1971
243B_1,11:29:06,11:29:06,11,T211
244A_1,11:40:04,11:40:04,1,T212
244A_1,11:49:35,11:49:35,2,S2082
244A_1,11:56:58,11:56:58,3,S2083
244A_1,11:59:39,11:59:39,4,S1166
244A_1,12:02:58,12:02:58,5,T2086
244B_1,8:11:56,8:11:56,1,T1028
244B_1,8:56:16,8:56:16,2,S1647
244B_1,8:58:01,8:58:01,3,S1648
244B_1,9:01:12,9:01:12,4,S1649
244B_1,9:03:51,9:03:51,5,T113
244B_1,12:10:06,12:10:06,6,T2086
244B_1,12:24:38,12:24:38,7,S1149
244B_1,12:26:29,12:26:29,8,S937
244B_1,12:28:40,12:28:40,9,S1153
244B_1,12:29:33,12:29:33,10,S1000
244B_1,12:32:31,12:32:31,11,S2093
244B_1,12:33:44,12:33:44,12,S2094
244B_1,12:35:29,12:35:29,13,S214
244B_1,12:36:40,12:36:40,14,S2096
244B_1,12:37:56,12:37:56,15,S2097
244B_1,12:40:40,12:40:40,16,T211
246A_1,9:01:14,9:01:14,1,T211
246A_1,9:04:17,9:04:17,2,S1949
246A_1,9:05:23,9:05:23,3,S1979
246A_1,9:06:18,9:06:18,4,S1877
246A_1,9:07:03,9:07:03,5,S1878
246A_1,9:09:05,9:09:05,6,S1880
246A_1,9:11:04,9:11:04,7,S2108
246A_1,9:13:23,9:13:23,8,S2109
246A_1,9:15:30,9:15:30,9,S1792
246A_1,9:16:38,9:16:38,10,S2111
246A_1,9:17:44,9:17:44,11,S1887
246A_1,9:21:57,9:21:57,12,S1754
246A_1,9:25:11,9:25:11,13,T2116
246B_1,9:40:10,9:40:10,1,T1957
246B_1,9:50:27,9:50:27,2,S1769
246B_1,9:57:34,9:57:34,3,S1964
246B_1,9:58:53,9:58:53,4,S1869
246B_1,9:59:42,9:59:42,5,S1811
246B_1,10:00:52,10:00:52,6,S2125
246B_1,10:01:31,10:01:31,7,S1813
246B_1,10:02:14,10:02:14,8,S1815
246B_1,10:03:33,10:03:33,9,S1818
246B_1,10:04:10,10:04:10,10,S2129
246B_1,10:06:43,10:06:43,11,T211
247A_1,7:00:31,7:00:31,1,T118
247A_1,7:16:43,7:16:43,2,S2133
247A_1,7:22:15,7:22:15,3,S2134
247A_1,7:25:35,7:25:35,4,S2136
247A_1,7:37:25,7:37:25,5,T54
247B_1,7:39:51,7:39:51,1,T54
247B_1,8:14:34,8:14:34,2,S2140
247B_1,8:18:12,8:18:12,3,S2141
247B_1,8:21:03,8:21:03,4,S2142
247B_1,8:23:49,8:23:49,5,S2143
247B_1,8:26:48,8:26:48,6,T118
248A_1,10:38:02,10:38:02,1,T118
248A_1,11:18:19,11:18:19,2,S2147
248A_1,11:27:29,11:27:29,3,S2148
248A_1,11:29:00,11:29:00,4,S2149
248A_1,11:33:16,11:33:16,5,T113
248B_1,15:09:45,15:09:45,1,T113
248B_1,15:30:49,15:30:49,2,S1632
248B_1,15:33:25,15:33:25,3,S2154
248B_1,15:42:15,15:42:15,4,S2155
248B_1,15:46:56,15:46:56,5,S121
248B_1,15:48:40,15:48:40,6,T118
249A_1,11:23:36,11:23:36,1,T118
249A_1,11:35:26,11:35:26,2,T75
249B_1,11:40:36,11:40:36,1,T75
249B_1,11:45:01,11:45:01,2,S2163
249B_1,11:45:36,11:45:36,3,S2164
249B_1,11:46:33,11:46:33,4,S2165
249B_1,11:47:39,11:47:39,5,T2166
251A_1,10:06:49,10:06:49,1,T118
251A_1,10:16:49,10:16:49,2,S1276
251A_1,10:19:59,10:19:59,3,S2170
251A_1,10:23:07,10:23:07,4,S2171
251A_1,10:26:51,10:26:51,5,S206
251A_1,10:28:36,10:28:36,6,S2173
251A_1,10:33:00,10:33:00,7,T1146
251B_1,10:43:46,10:43:46,1,T1146
251B_1,10:48:45,10:48:45,2,S2177
251B_1,10:53:53,10:53:53,3,S2178
251B_1,10:59:20,10:59:20,4,S2179
251B_1,11:00:23,11:00:23,5,S1102
251B_1,11:02:11,11:02:11,6,S2181
251B_1,11:05:44,11:05:44,7,S2165
251B_1,11:06:48,11:06:48,8,S2184
251B_1,11:09:27,11:09:27,9,S2185
251B_1,11:18:14,11:18:14,10,T118
254A_1,9:24:12,9:24:12,1,T2187
254A_1,9:32:22,9:32:22,2,S2189
254A_1,9:33:32,9:33:32,3,S2190
254A_1,9:36:41,9:36:41,4,S2191
254A_1,9:45:34,9:45:34,5,S2192
254A_1,9:50:22,9:50:22,6,S2194
254A_1,9:58:20,9:58:20,7,S2195
254A_1,10:16:16,10:16:16,8,T2196
254B_1,8:49:35,8:49:35,1,T2197
254B_1,8:59:33,8:59:33,2,S2199
254B_1,9:00:32,9:00:32,3,S2200
254B_1,9:02:32,9:02:32,4,S2201
254B_1,9:04:15,9:04:15,5,S564
254B_1,9:08:59,9:08:59,6,S566
254B_1,9:10:37,9:10:37,7,S569
254B_1,9:13:26,9:13:26,8,S2208
254B_1,9:20:17,9:20:17,9,T2187
255A_1,14:46:19,14:46:19,1,T2210
255A_1,14:47:43,14:47:43,2,S2212
255A_1,14:49:12,14:49:12,3,S187
255A_1,14:54:07,14:54:07,4,S2020
255A_1,14:57:04,14:57:04,5,S2018
255A_1,15:01:48,15:01:48,6,S1570
255A_1,15:03:37,15:03:37,7,S2220
255A_1,15:05:10,15:05:10,8,S2221
255A_1,15:11:10,15:11:10,9,S2222
255A_1,15:21:00,15:21:00,10,S2224
255A_1,15:21:55,15:21:55,11,S2225
255A_1,15:28:25,15:28:25,12,T1206
255B_1,13:37:05,13:37:05,1,T1206
255B_1,14:07:01,14:07:01,2,S1589
255B_1,14:10:28,14:10:28,3,S2231
255B_1,14:13:53,14:13:53,4,S2232
255B_1,14:17:01,14:17:01,5,S2233
255B_1,14:19:27,14:19:27,6,S2234
255B_1,14:22:58,14:22:58,7,S2235
255B_1,14:23:49,14:23:49,8,S1586
255B_1,14:25:26,14:25:26,9,S2237
255B_1,14:31:35,14:31:35,10,S2239
255B_1,14:34:11,14:34:11,11,S326
255B_1,14:36:00,14:36:00,12,S175
255B_1,14:39:07,14:39:07,13,T2210
256A_1,10:43:32,10:43:32,1,T2244
256A_1,10:48:52,10:48:52,2,S2246
256A_1,10:50:01,10:50:01,3,S2247
