trip_id,arrival_time,departure_time,stop_sequence,stop_id
321B_1,8:16:26,8:16:26,10,S682
321B_1,8:20:58,8:20:58,11,S3039
321B_1,8:25:13,8:25:13,12,S3040
322A_1,15:02:38,15:02:38,1,T2838
322A_1,15:13:40,15:13:40,2,S3043
322A_1,15:18:10,15:18:10,3,S1927
322A_1,15:26:44,15:26:44,4,S3046
322A_1,15:31:34,15:31:34,5,T113
322B_1,15:36:16,15:36:16,1,T113
322B_1,15:43:26,15:43:26,2,S3050
322B_1,15:46:23,15:46:23,3,S1350
322B_1,15:54:38,15:54:38,4,S3053
322B_1,15:59:21,15:59:21,5,S3055
322B_1,16:04:14,16:04:14,6,T2838
324A_1,14:13:34,14:13:34,1,T2838
324A_1,14:18:32,14:18:32,2,S1732
324A_1,14:26:29,14:26:29,3,S3060
324A_1,14:27:10,14:27:10,4,S3061
324A_1,14:28:59,14:28:59,5,T3062
324B_1,14:30:56,14:30:56,1,T3062
324B_1,14:34:17,14:34:17,2,S3065
324B_1,14:53:00,14:53:00,3,T2838
325A_1,10:56:49,10:56:49,1,T2838
325A_1,11:02:41,11:02:41,2,S3069
325A_1,11:04:23,11:04:23,3,S3070
325A_1,11:07:18,11:07:18,4,T2062
325B_1,11:09:52,11:09:52,1,T2062
325B_1,11:15:29,11:15:29,2,S3074
325B_1,11:16:04,11:16:04,3,S874
325B_1,11:30:23,11:30:23,4,T2838
326A_1,11:34:13,11:34:13,1,T2838
326A_1,11:42:18,11:42:18,2,S1732
326A_1,11:43:22,11:43:22,3,S3081
326A_1,11:45:31,11:45:31,4,S3082
326A_1,11:46:58,11:46:58,5,S3083
326A_1,11:49:49,11:49:49,6,S3085
326A_1,11:55:56,11:55:56,7,T865
326B_1,11:59:26,11:59:26,1,T865
326B_1,12:02:03,12:02:03,2,S3089
326B_1,12:05:06,12:05:06,3,S3090
326B_1,12:07:27,12:07:27,4,S3092
326B_1,12:09:59,12:09:59,5,S3074
326B_1,12:12:03,12:12:03,6,S3094
326B_1,12:25:01,12:25:01,7,T2838
328A_1,11:49:10,11:49:10,1,T2838
328A_1,12:28:36,12:28:36,2,S3098
328A_1,12:34:24,12:34:24,3,T3099
328B_1,12:40:18,12:40:18,1,T3099
328B_1,14:00:13,14:00:13,2,T2838
331A_1,9:13:56,9:13:56,1,T0
331A_1,9:47:02,9:47:02,2,S3105
331A_1,9:49:27,9:49:27,3,S3106
331A_1,9:51:11,9:51:11,4,S3107
331A_1,9:56:59,9:56:59,5,S3108
331A_1,10:00:18,10:00:18,6,S238
331A_1,10:03:34,10:03:34,7,T3110
331B_1,11:03:54,11:03:54,1,T244
331B_1,12:32:40,12:32:40,2,S35
331B_1,12:34:24,12:34:24,3,S3114
331B_1,12:38:27,12:38:27,4,T0
333A_1,13:35:59,13:35:59,1,T0
333A_1,13:42:00,13:42:00,2,S2522
333A_1,13:51:13,13:51:13,3,S3004
333A_1,13:56:16,13:56:16,4,S2523
333A_1,13:59:12,13:59:12,5,S1573
333A_1,13:59:57,13:59:57,6,S278
333A_1,14:01:59,14:01:59,7,S3124
333A_1,14:08:54,14:08:54,8,S2528
333A_1,14:17:27,14:17:27,9,S286
333A_1,14:18:53,14:18:53,10,T288
333B_1,14:22:24,14:22:24,1,T288
333B_1,14:48:08,14:48:08,2,S682
333B_1,14:52:40,14:52:40,3,S335
333B_1,14:55:42,14:55:42,4,S3137
333B_1,14:58:37,14:58:37,5,T0
334A_1,12:55:17,12:55:17,1,T0
334A_1,13:12:57,13:12:57,2,S3142
334A_1,13:14:48,13:14:48,3,S509
334A_1,13:20:39,13:20:39,4,S833
334A_1,13:22:10,13:22:10,5,S3146
334A_1,13:24:22,13:24:22,6,S3147
334A_1,13:26:26,13:26:26,7,S3148
334A_1,13:34:33,13:34:33,8,S3149
334A_1,13:36:07,13:36:07,9,T3150
334B_1,13:37:15,13:37:15,1,T3150
334B_1,13:39:33,13:39:33,2,S3153
334B_1,13:46:12,13:46:12,3,S3155
334B_1,13:48:14,13:48:14,4,S3156
334B_1,13:51:40,13:51:40,5,S301
334B_1,13:54:22,13:54:22,6,S303
334B_1,14:04:10,14:04:10,7,S306
334B_1,14:08:42,14:08:42,8,S752
334B_1,14:11:40,14:11:40,9,S3162
334B_1,14:17:52,14:17:52,10,T0
336A_1,14:57:03,14:57:03,1,T0
336A_1,14:59:52,14:59:52,2,S3166
336A_1,15:07:00,15:07:00,3,S3167
336A_1,15:07:45,15:07:45,4,S144
336A_1,15:08:18,15:08:18,5,S3169
336A_1,15:09:11,15:09:11,6,S3170
336A_1,15:10:37,15:10:37,7,S3171
336A_1,15:13:44,15:13:44,8,T147
336B_1,15:15:09,15:15:09,1,T147
336B_1,15:21:42,15:21:42,2,S3176
336B_1,15:24:48,15:24:48,3,S3177
336B_1,15:33:21,15:33:21,4,T0
337A_1,13:05:54,13:05:54,1,T0
337A_1,13:53:22,13:53:22,2,T3182
337B_1,14:11:18,14:11:18,1,T679
337B_1,14:38:14,14:38:14,2,S3185
337B_1,14:45:00,14:45:00,3,S684
337B_1,14:48:00,14:48:00,4,S3137
337B_1,14:50:48,14:50:48,5,T0
338A_1,11:11:41,11:11:41,1,T0
338A_1,11:37:15,11:37:15,2,S3192
338A_1,11:39:26,11:39:26,3,T3193
339A_1,6:59:31,6:59:31,1,T0
339A_1,7:22:08,7:22:08,2,T534
339B_1,7:26:51,7:26:51,1,T534
339B_1,8:23:25,8:23:25,2,T0
342A_1,13:09:42,13:09:42,1,T0
342A_1,13:48:01,13:48:01,2,S3202
342A_1,13:50:32,13:50:32,3,S3204
342A_1,13:52:38,13:52:38,4,T1742
342B_1,13:54:48,13:54:48,1,T1742
342B_1,14:02:12,14:02:12,2,S3208
342B_1,14:13:57,14:13:57,3,S451
342B_1,14:32:39,14:32:39,4,T0
343A_1,14:35:47,14:35:47,1,T0
343A_1,14:45:05,14:45:05,2,S3213
343A_1,14:46:54,14:46:54,3,S3215
343A_1,14:48:28,14:48:28,4,S3216
343A_1,14:49:24,14:49:24,5,S3217
343A_1,14:50:05,14:50:05,6,S3218
343A_1,14:54:19,14:54:19,7,T3219
343B_1,14:56:50,14:56:50,1,T3219
343B_1,14:59:52,14:59:52,2,S3222
343B_1,15:03:54,15:03:54,3,S3223
343B_1,15:09:32,15:09:32,4,T0
344A_1,12:58:41,12:58:41,1,T0
344A_1,13:08:41,13:08:41,2,S3227
344A_1,13:11:43,13:11:43,3,S3228
344A_1,13:15:58,13:15:58,4,S3229
344A_1,13:17:28,13:17:28,5,T2062
344B_1,14:30:55,14:30:55,1,T2062
344B_1,14:45:48,14:45:48,2,S3233
344B_1,14:47:41,14:47:41,3,S880
344B_1,14:50:30,14:50:30,4,S881
344B_1,14:54:11,14:54:11,5,T0
345A_1,13:38:58,13:38:58,1,T470
345A_1,14:37:13,14:37:13,2,T251
345B_1,12:56:32,12:56:32,1,T232
345B_1,13:32:15,13:32:15,2,S3243
345B_1,13:34:36,13:34:36,3,S2931
345B_1,13:37:01,13:37:01,4,T470
347A_1,10:15:06,10:15:06,1,T0
347A_1,10:59:16,10:59:16,2,S3248
347A_1,11:09:04,11:09:04,3,T745
347B_1,11:31:23,11:31:23,1,T745
347B_1,12:59:40,12:59:40,2,S3252
347B_1,13:02:48,13:02:48,3,T0
348A_1,10:48:12,10:48:12,1,T0
348A_1,11:03:32,11:03:32,2,T3256
348B_1,13:17:29,13:17:29,1,T3256
348B_1,13:27:48,13:27:48,2,S752
348B_1,13:33:20,13:33:20,3,T0
349A_1,11:25:00,11:25:00,1,T0
349A_1,11:39:39,11:39:39,2,S3263
349A_1,11:44:41,11:44:41,3,T3264
349B_1,11:45:17,11:45:17,1,T3264
349B_1,12:06:34,12:06:34,2,T0
351A_1,9:55:58,9:55:58,1,T497
351A_1,10:01:46,10:01:46,2,S517
351A_1,10:05:53,10:05:53,3,S3271
351A_1,10:10:39,10:10:39,4,S494
351A_1,10:12:45,10:12:45,5,S509
351A_1,10:15:42,10:15:42,6,S3142
351A_1,10:16:38,10:16:38,7,S3277
351A_1,10:17:30,10:17:30,8,S3278
351A_1,10:18:39,10:18:39,9,S3279
351A_1,10:20:12,10:20:12,10,S393
351A_1,10:23:37,10:23:37,11,S3281
351A_1,10:24:56,10:24:56,12,S3282
351A_1,10:25:41,10:25:41,13,S3283
351A_1,10:39:02,10:39:02,14,S3284
351A_1,10:40:53,10:40:53,15,T3285
351B_1,10:49:28,10:49:28,1,T3285
351B_1,11:10:10,11:10:10,2,S3288
351B_1,11:16:59,11:16:59,3,S3290
351B_1,11:20:41,11:20:41,4,S3291
351B_1,11:27:21,11:27:21,5,S503
351B_1,11:30:33,11:30:33,6,S3294
351B_1,11:35:11,11:35:11,7,S3295
351B_1,11:35:51,11:35:51,8,S3296
351B_1,11:37:25,11:37:25,9,T497
353A_1,11:45:20,11:45:20,1,T497
353A_1,11:54:15,11:54:15,2,S3300
353A_1,11:59:10,11:59:10,3,S3301
353A_1,12:02:58,12:02:58,4,T3302
353B_1,12:05:49,12:05:49,1,T3302
353B_1,12:10:37,12:10:37,2,S3305
356A_1,11:28:10,11:28:10,1,T558
356A_1,11:52:27,11:52:27,2,S3308
356A_1,11:55:23,11:55:23,3,S552
356A_1,11:57:14,11:57:14,4,S2194
356A_1,12:01:45,12:01:45,5,S551
356A_1,12:07:37,12:07:37,6,S3313
356A_1,12:08:16,12:08:16,7,S3314
356A_1,12:09:46,12:09:46,8,S3315
356A_1,12:14:27,12:14:27,9,S3316
356A_1,12:16:21,12:16:21,10,S3317
356A_1,12:18:59,12:18:59,11,T251
356B_1,12:20:47,12:20:47,1,T251
356B_1,12:37:27,12:37:27,2,S3321
356B_1,12:42:31,12:42:31,3,S569
356B_1,12:46:12,12:46:12,4,S3323
356B_1,12:48:09,12:48:09,5,S2885
356B_1,12:49:37,12:49:37,6,S3326
356B_1,12:51:22,12:51:22,7,S3327
356B_1,13:02:35,13:02:35,8,T28
357A_1,13:10:29,13:10:29,1,T28
357A_1,13:18:41,13:18:41,2,S3331
357A_1,13:22:22,13:22:22,3,T470
357B_1,13:24:03,13:24:03,1,T470
357B_1,13:32:56,13:32:56,2,S3335
357B_1,13:37:41,13:37:41,3,T28
363A_1,10:17:15,10:17:15,1,T3337
363A_1,10:46:27,10:46:27,2,S3339
363A_1,10:51:46,10:51:46,3,S3340
363A_1,10:53:20,10:53:20,4,S3341
363A_1,10:59:14,10:59:14,5,T75
363B_1,11:01:59,11:01:59,1,T75
363B_1,11:19:44,11:19:44,2,S3345
363B_1,11:23:28,11:23:28,3,S3346
363B_1,11:26:19,11:26:19,4,S3347
363B_1,11:28:17,11:28:17,5,S3348
363B_1,11:28:59,11:28:59,6,S3349
363B_1,11:30:31,11:30:31,7,S3350
363B_1,11:31:36,11:31:36,8,S3351
363B_1,11:32:50,11:32:50,9,S3352
363B_1,11:33:58,11:33:58,10,T3337
366B_1,10:17:19,10:17:19,1,T54
366B_1,11:44:31,11:44:31,2,S3357
366B_1,11:51:15,11:51:15,3,S32
366B_1,11:57:33,11:57:33,4,S62
366B_1,12:01:02,12:01:02,5,S3360
366B_1,12:04:35,12:04:35,6,S3361
366B_1,12:14:53,12:14:53,7,S3362
366B_1,12:16:54,12:16:54,8,T2688
367A_1,15:32:22,15:32:22,1,T2688
367A_1,15:46:37,15:46:37,2,S3366
367A_1,16:04:59,16:04:59,3,T113
367B_1,14:39:37,14:39:37,1,T113
367B_1,15:00:37,15:00:37,2,S3370
367B_1,15:03:05,15:03:05,3,S2799
367B_1,15:08:04,15:08:04,4,S3372
367B_1,15:12:43,15:12:43,5,S3373
367B_1,15:17:04,15:17:04,6,S3375
367B_1,15:19:08,15:19:08,7,S3377
367B_1,15:21:11,15:21:11,8,S1364
367B_1,15:24:12,15:24:12,9,S3380
367B_1,15:26:57,15:26:57,10,S3381
367B_1,15:28:49,15:28:49,11,S3382
367B_1,15:31:03,15:31:03,12,T2688
368A_1,9:04:53,9:04:53,1,T244
368A_1,9:27:43,9:27:43,2,S3386
368A_1,9:31:38,9:31:38,3,S3387
368A_1,9:34:23,9:34:23,4,S2194
368A_1,9:39:17,9:39:17,5,S551
368A_1,9:44:41,9:44:41,6,T1328
368B_1,9:45:16,9:45:16,1,T1328
368B_1,10:04:07,10:04:07,2,S3393
368B_1,10:18:01,10:18:01,3,S3394
368B_1,10:19:56,10:19:56,4,S3395
368B_1,10:28:25,10:28:25,5,T244
369A_1,10:40:47,10:40:47,1,T244
369A_1,10:55:27,10:55:27,2,S2673
369A_1,10:58:39,10:58:39,3,S1312
369A_1,11:00:29,11:00:29,4,S1313
369A_1,11:02:06,11:02:06,5,S3402
369A_1,11:04:36,11:04:36,6,T883
369B_1,11:12:12,11:12:12,1,T883
369B_1,11:21:35,11:21:35,2,S3406
369B_1,11:23:08,11:23:08,3,S3407
369B_1,11:27:13,11:27:13,4,S3408
369B_1,11:30:23,11:30:23,5,T244
373A_1,14:18:41,14:18:41,1,T244
373A_1,14:50:35,14:50:35,2,S3412
373A_1,15:11:28,15:11:28,3,S3413
373A_1,15:18:35,15:18:35,4,S2191
373A_1,15:19:23,15:19:23,5,S3415
373A_1,15:21:08,15:21:08,6,S3416
373A_1,15:25:26,15:25:26,7,T2187
373B_1,15:26:06,15:26:06,1,T2187
373B_1,15:31:33,15:31:33,2,S3420
373B_1,15:32:55,15:32:55,3,S569
373B_1,15:42:31,15:42:31,4,S2958
373B_1,15:48:29,15:48:29,5,S3424
373B_1,15:51:07,15:51:07,6,S3425
373B_1,16:04:08,16:04:08,7,S3426
373B_1,16:10:04,16:10:04,8,S3427
373B_1,16:12:35,16:12:35,9,S3395
373B_1,16:17:45,16:17:45,10,T244
376A_1,12:44:03,12:44:03,1,T244
376A_1,13:04:55,13:04:55,2,S3433
376A_1,13:17:12,13:17:12,3,S3434
376A_1,13:24:29,13:24:29,4,S3435
376A_1,13:30:11,13:30:11,5,S3436
376A_1,13:35:48,13:35:48,6,S3437
376A_1,13:45:41,13:45:41,7,S2195
376A_1,13:49:11,13:49:11,8,S553
376A_1,13:50:39,13:50:39,9,S3441
376A_1,13:52:12,13:52:12,10,S3442
376A_1,13:54:16,13:54:16,11,T3443
376B_1,14:03:10,14:03:10,1,T3443
376B_1,14:06:18,14:06:18,2,S1336
376B_1,14:06:52,14:06:52,3,S1336
376B_1,14:10:33,14:10:33,4,S1337
376B_1,14:14:04,14:14:04,5,S1339
376B_1,14:18:09,14:18:09,6,S561
376B_1,14:32:52,14:32:52,7,S3451
376B_1,14:39:36,14:39:36,8,S3453
376B_1,14:41:53,14:41:53,9,S3454
376B_1,14:45:15,14:45:15,10,S3455
376B_1,14:47:40,14:47:40,11,S3427
376B_1,14:50:35,14:50:35,12,S3458
376B_1,14:53:00,14:53:00,13,S3395
376B_1,14:56:46,14:56:46,14,T244
377A_1,14:47:17,14:47:17,1,T5685
377A_1,14:48:27,14:48:27,2,S5687
377A_1,14:49:18,14:49:18,3,S5688
377A_1,14:49:41,14:49:41,4,S831
377A_1,14:51:56,14:51:56,5,S833
377A_1,14:53:17,14:53:17,6,S834
377A_1,14:55:09,14:55:09,7,S3147
377A_1,14:58:00,14:58:00,8,S5694
377A_1,15:03:05,15:03:05,9,S5695
377A_1,15:07:42,15:07:42,10,T798
377B_1,15:17:48,15:17:48,1,T798
377B_1,15:26:06,15:26:06,2,S5699
377B_1,15:27:13,15:27:13,3,S5700
377B_1,15:28:13,15:28:13,4,S801
377B_1,15:28:57,15:28:57,5,S5702
377B_1,15:30:24,15:30:24,6,S5703
377B_1,15:32:39,15:32:39,7,S3153
377B_1,15:35:35,15:35:35,8,S5705
377B_1,15:38:04,15:38:04,9,S5706
377B_1,15:39:47,15:39:47,10,S300
377B_1,15:44:30,15:44:30,11,S5710
377B_1,15:45:44,15:45:44,12,S5712
377B_1,15:49:49,15:49:49,13,S5713
377B_1,15:50:34,15:50:34,14,S5714
377B_1,15:52:05,15:52:05,15,S5715
377B_1,15:52:53,15:52:53,16,S504
377B_1,16:01:33,16:01:33,17,S684
377B_1,16:04:08,16:04:08,18,S486
377B_1,16:05:34,16:05:34,19,S5721
377B_1,16:11:21,16:11:21,20,T0
378A_1,13:47:43,13:47:43,1,T0
378A_1,13:57:30,13:57:30,2,S5726
378A_1,13:58:57,13:58:57,3,S3752
378A_1,14:00:44,14:00:44,4,S1891
378A_1,14:02:05,14:02:05,5,S5730
378A_1,14:03:02,14:03:02,6,S1892
378A_1,14:04:49,14:04:49,7,S5733
378A_1,14:06:35,14:06:35,8,S5734
378A_1,14:09:56,14:09:56,9,T5735
378B_1,14:17:11,14:17:11,1,T3757
378B_1,14:20:28,14:20:28,2,S1747
378B_1,14:24:27,14:24:27,3,S5739
378B_1,14:29:55,14:29:55,4,S3760
378B_1,14:32:51,14:32:51,5,S879
378B_1,14:34:00,14:34:00,6,S880
378B_1,14:37:50,14:37:50,7,S5746
378B_1,14:42:44,14:42:44,8,T0
380A_1,12:05:06,12:05:06,1,T0
380A_1,12:21:33,12:21:33,2,S829
380A_1,12:26:13,12:26:13,3,S831
380A_1,12:26:58,12:26:58,4,S5752
380A_1,12:29:33,12:29:33,5,S5753
380A_1,12:32:51,12:32:51,6,T5754
380B_1,12:35:03,12:35:03,1,T835
380B_1,13:12:49,13:12:49,2,S5757
380B_1,13:13:21,13:13:21,3,S302
380B_1,13:14:17,13:14:17,4,S5712
380B_1,13:15:47,13:15:47,5,S5760
380B_1,13:17:39,13:17:39,6,S304
380B_1,13:20:40,13:20:40,7,S5762
380B_1,13:23:45,13:23:45,8,S842
380B_1,13:27:05,13:27:05,9,S523
380B_1,13:31:46,13:31:46,10,S2352
380B_1,13:38:43,13:38:43,11,S5769
380B_1,13:40:28,13:40:28,12,S5770
380B_1,13:42:43,13:42:43,13,T0
381A_1,13:53:20,13:53:20,1,T5772
381A_1,14:07:19,14:07:19,2,T448
381B_1,14:15:29,14:15:29,1,S5777
381B_1,14:16:51,14:16:51,2,S451
381B_1,14:19:17,14:19:17,3,S5779
381B_1,14:29:50,14:29:50,4,T0
383A_1,11:13:02,11:13:02,1,T244
383A_1,12:26:31,12:26:31,2,S3464
383A_1,12:36:22,12:36:22,3,S3465
383A_1,12:45:04,12:45:04,4,S3466
383A_1,12:50:06,12:50:06,5,S3467
383A_1,12:57:34,12:57:34,6,T679
383B_1,13:05:55,13:05:55,1,T679
383B_1,13:34:09,13:34:09,2,S3185
383B_1,13:50:40,13:50:40,3,S3472
383B_1,14:06:21,14:06:21,4,S3473
383B_1,14:10:12,14:10:12,5,S3474
383B_1,14:16:47,14:16:47,6,T244
384A_1,10:53:28,10:53:28,1,T244
384A_1,11:52:41,11:52:41,2,S3478
384A_1,11:55:32,11:55:32,3,S722
384A_1,12:01:18,12:01:18,4,S3020
384A_1,12:02:19,12:02:19,5,S726
384A_1,12:04:22,12:04:22,6,S727
384A_1,12:05:45,12:05:45,7,T745
384B_1,14:01:53,14:01:53,1,T745
384B_1,15:00:32,15:00:32,2,S3486
384B_1,15:09:21,15:09:21,3,S3487
384B_1,15:12:13,15:12:13,4,S2547
384B_1,15:16:11,15:16:11,5,S2026
384B_1,15:31:20,15:31:20,6,S3490
384B_1,15:42:41,15:42:41,7,T244
385A_1,10:36:03,10:36:03,1,T2616
385A_1,10:53:02,10:53:02,2,S3494
385A_1,10:54:40,10:54:40,3,S2879
385A_1,11:09:19,11:09:19,4,T2880
385B_1,11:10:15,11:10:15,1,T2880
385B_1,11:19:28,11:19:28,2,S3499
385B_1,11:23:11,11:23:11,3,S3500
385B_1,11:23:46,11:23:46,4,S1336
385B_1,11:25:52,11:25:52,5,S1337
385B_1,11:30:44,11:30:44,6,T2616
386A_1,13:50:25,13:50:25,1,T2616
386A_1,14:09:34,14:09:34,2,S2220
386A_1,14:10:55,14:10:55,3,S1570
386A_1,14:13:04,14:13:04,4,S2523
386A_1,14:15:05,14:15:05,5,S3512
386A_1,14:17:20,14:17:20,6,S1573
386A_1,14:18:12,14:18:12,7,S278
386A_1,14:19:44,14:19:44,8,S282
386A_1,14:23:19,14:23:19,9,S2528
386A_1,14:26:59,14:26:59,10,S286
386A_1,14:27:51,14:27:51,11,S3519
386A_1,14:29:27,14:29:27,12,T288
386B_1,14:30:24,14:30:24,1,T288
386B_1,14:33:28,14:33:28,2,S3523
386B_1,14:43:07,14:43:07,3,S3524
386B_1,14:43:56,14:43:56,4,S1580
386B_1,14:45:44,14:45:44,5,S1582
386B_1,14:46:39,14:46:39,6,S3527
386B_1,14:48:06,14:48:06,7,S2540
386B_1,14:49:20,14:49:20,8,S3529
386B_1,14:51:40,14:51:40,9,S1585
386B_1,14:56:19,14:56:19,10,S3531
386B_1,15:12:41,15:12:41,11,T2616
387A_1,12:22:43,12:22:43,1,T2616
387A_1,12:48:37,12:48:37,2,S3535
387A_1,12:50:04,12:50:04,3,S2220
387A_1,12:51:56,12:51:56,4,S1570
387A_1,12:59:34,12:59:34,5,S3539
387A_1,13:06:33,13:06:33,6,S3540
387A_1,13:09:36,13:09:36,7,S3541
387A_1,13:15:47,13:15:47,8,T3542
387B_1,13:16:15,13:16:15,1,T3542
387B_1,13:21:57,13:21:57,2,S3545
387B_1,13:32:13,13:32:13,3,S3546
387B_1,13:34:46,13:34:46,4,S3547
387B_1,13:35:58,13:35:58,5,S3548
387B_1,13:37:55,13:37:55,6,S3305
387B_1,13:40:09,13:40:09,7,S3552
387B_1,13:47:13,13:47:13,8,S332
387B_1,13:48:20,13:48:20,9,S1586
387B_1,13:54:20,13:54:20,10,S2547
387B_1,13:59:31,13:59:31,11,S1588
387B_1,14:12:11,14:12:11,12,S1337
387B_1,14:14:50,14:14:50,13,T2616
388A_1,14:46:21,14:46:21,1,T2616
388A_1,15:31:20,15:31:20,2,S3565
388A_1,15:32:46,15:32:46,3,S3567
388A_1,15:35:50,15:35:50,4,S3568
388A_1,15:44:04,15:44:04,5,S99
388A_1,15:46:52,15:46:52,6,S3570
388A_1,15:49:22,15:49:22,7,S3572
388A_1,15:59:24,15:59:24,8,T103
388B_1,16:43:51,16:43:51,1,T103
388B_1,16:53:09,16:53:09,2,S3576
388B_1,17:06:43,17:06:43,3,S1768
388B_1,17:13:27,17:13:27,4,S1772
388B_1,17:17:36,17:17:36,5,S110
388B_1,17:23:40,17:23:40,6,S1350
388B_1,17:31:10,17:31:10,7,S3584
388B_1,17:38:01,17:38:01,8,S3585
388B_1,17:50:03,17:50:03,9,T2616
389A_1,13:51:43,13:51:43,1,T2616
389A_1,14:08:57,14:08:57,2,S2220
389A_1,14:10:32,14:10:32,3,S1570
389A_1,14:12:28,14:12:28,4,S2523
389A_1,14:14:34,14:14:34,5,S3512
389A_1,14:17:08,14:17:08,6,S1573
389A_1,14:17:51,14:17:51,7,S278
389A_1,14:19:17,14:19:17,8,T534
389B_1,14:27:44,14:27:44,1,T534
389B_1,14:52:28,14:52:28,2,S3601
389B_1,14:53:30,14:53:30,3,S2885
389B_1,14:54:34,14:54:34,4,S1336
389B_1,14:55:50,14:55:50,5,S3326
389B_1,14:56:36,14:56:36,6,S1337
389B_1,14:59:06,14:59:06,7,T2616
391A_1,15:18:11,15:18:11,1,T2616
391A_1,15:32:04,15:32:04,2,S3609
391A_1,15:36:23,15:36:23,3,T136
391B_1,15:37:21,15:37:21,1,T136
391B_1,15:56:31,15:56:31,2,T195
393A_1,13:01:28,13:01:28,1,T136
393A_1,13:10:59,13:10:59,2,S235
393A_1,13:18:48,13:18:48,3,S3617
393A_1,13:21:48,13:21:48,4,S239
393A_1,13:38:38,13:38:38,5,T244
393B_1,13:41:50,13:41:50,1,T244
393B_1,14:03:01,14:03:01,2,S3622
393B_1,14:04:09,14:04:09,3,S3623
393B_1,14:05:26,14:05:26,4,S3426
393B_1,14:11:21,14:11:21,5,T136
394A_1,9:46:39,9:46:39,1,T136
394A_1,10:54:19,10:54:19,2,S3628
394A_1,10:55:28,10:55:28,3,S3629
394A_1,11:00:32,11:00:32,4,S3630
394A_1,11:07:42,11:07:42,5,S3632
394A_1,11:10:14,11:10:14,6,S3634
394A_1,11:12:20,11:12:20,7,S3635
394A_1,11:18:22,11:18:22,8,S3636
394A_1,11:35:43,11:35:43,9,S3637
394A_1,11:41:30,11:41:30,10,T679
394B_1,11:45:35,11:45:35,1,T679
394B_1,12:39:56,12:39:56,2,S3641
394B_1,12:42:48,12:42:48,3,S3642
394B_1,12:47:18,12:47:18,4,S3643
394B_1,12:54:58,12:54:58,5,T136
395A_1,9:04:15,9:04:15,1,T136
395A_1,9:11:02,9:11:02,2,S3647
395A_1,9:12:24,9:12:24,3,S3649
395A_1,9:14:22,9:14:22,4,S3651
395A_1,9:15:57,9:15:57,5,T1043
395B_1,9:19:01,9:19:01,1,T1044
395B_1,9:31:07,9:31:07,2,S2028
395B_1,9:32:43,9:32:43,3,S3657
395B_1,9:34:54,9:34:54,4,S3658
395B_1,9:38:16,9:38:16,5,T136
397A_1,12:14:43,12:14:43,1,T136
397A_1,12:54:52,12:54:52,2,S2523
397A_1,12:57:34,12:57:34,3,S3663
397A_1,13:01:18,13:01:18,4,S3664
397A_1,13:06:19,13:06:19,5,T534
397B_1,13:08:08,13:08:08,1,T534
397B_1,13:47:22,13:47:22,2,S3668
397B_1,13:59:54,13:59:54,3,T136
398A_1,10:00:10,10:00:10,1,T136
398A_1,11:08:11,11:08:11,2,S3672
398A_1,11:11:21,11:11:21,3,S3674
398A_1,11:27:24,11:27:24,4,S3675
398A_1,11:36:42,11:36:42,5,S3676
398A_1,11:41:41,11:41:41,6,T679
398B_1,11:44:47,11:44:47,1,T679
398B_1,12:22:14,12:22:14,2,S3032
398B_1,12:41:32,12:41:32,3,S3642
398B_1,12:44:20,12:44:20,4,S3682
398B_1,12:45:43,12:45:43,5,S1606
398B_1,12:49:25,12:49:25,6,S3684
398B_1,12:57:11,12:57:11,7,T136
399A_1,13:00:11,13:00:11,1,T136
399A_1,13:27:37,13:27:37,2,S3688
399A_1,13:34:53,13:34:53,3,S3689
399A_1,13:35:53,13:35:53,4,T251
399B_1,13:40:28,13:40:28,1,T251
399B_1,13:46:03,13:46:03,2,S3693
399B_1,13:51:45,13:51:45,3,S569
399B_1,14:00:04,14:00:04,4,S3696
399B_1,14:02:11,14:02:11,5,S3682
399B_1,14:14:51,14:14:51,6,T136
400A_1,15:01:13,15:01:13,1,T136
400A_1,15:15:41,15:15:41,2,S552
400A_1,15:17:05,15:17:05,3,S553
400A_1,15:20:27,15:20:27,4,S3704
400A_1,15:22:37,15:22:37,5,S3705
400A_1,15:26:33,15:26:33,6,S468
400A_1,15:29:04,15:29:04,7,S3708
400A_1,15:29:51,15:29:51,8,S3709
400A_1,15:31:16,15:31:16,9,S466
400A_1,15:33:24,15:33:24,10,T3711
400B_1,15:34:48,15:34:48,1,T3711
400B_1,15:59:13,15:59:13,2,S1336
400B_1,16:03:52,16:03:52,3,S3715
400B_1,16:04:33,16:04:33,4,S3682
400B_1,16:07:52,16:07:52,5,S3684
400B_1,16:09:46,16:09:46,6,T136
401A_1,9:39:49,9:39:49,1,T136
401A_1,9:52:44,9:52:44,2,S551
401A_1,9:59:29,9:59:29,3,S482
401A_1,10:03:39,10:03:39,4,S3725
401A_1,10:11:30,10:11:30,5,S3726
401A_1,10:16:01,10:16:01,6,T448
401B_1,10:18:23,10:18:23,1,T448
401B_1,10:37:02,10:37:02,2,S3730
401B_1,10:39:56,10:39:56,3,S3732
401B_1,10:46:05,10:46:05,4,S2357
401B_1,10:48:29,10:48:29,5,S486
401B_1,10:49:27,10:49:27,6,S2356
401B_1,10:53:49,10:53:49,7,S1331
401B_1,10:57:38,10:57:38,8,S569
401B_1,10:58:59,10:58:59,9,S567
401B_1,11:01:13,11:01:13,10,S3741
401B_1,11:12:49,11:12:49,11,T136
